name	logFC	P.Value	t	TFDatabase
GCSH	-0.154878	0.752628648093003	-0.32558	absent
FOXJ3	-0.155121	0.652370492977388	-0.466841	absent
DNMT3A	-0.155161	0.328418042142658	-1.036937	absent
PLXNA1	-0.1554	0.627576258149692	-0.503277	absent
AP2B1	-0.155695	0.686290163659577	-0.418055	absent
EMC3	-0.156054	0.778315580428798	-0.290627	absent
TCEAL7	-0.15611	0.755421353738907	-0.321759	absent
CMTM6	-0.156176	0.439843928211903	-0.810415	absent
PHACTR4	-0.156192	0.566329644422445	-0.596636	absent
DLGAP4	-0.156383	0.449238019938505	-0.79327	absent
HSPA5	-0.1564	0.329640655565177	-1.034162	absent
EXOC6B	-0.156404	0.610075426042736	-0.529436	absent
PCNT	-0.156558	0.645569595553524	-0.476766	absent
P3H1	-0.156822	0.576708772505922	-0.58044	absent
GIGYF2	-0.15694	0.317496443809609	-1.062085	absent
TSC1	-0.157479	0.70229133163725	-0.395421	absent
SUZ12	-0.157859	0.670074434008075	-0.441234	absent
JMY	-0.157935	0.660644027408715	-0.454834	absent
GLCCI1	-0.158026	0.546702906279067	-0.627732	absent
DNAAF5	-0.158057	0.738462298357582	-0.345043	absent
LIMD2	-0.158113	0.628560143569481	-0.501818	absent
AGK	-0.158197	0.784967157136039	-0.281642	absent
ERBB2	-0.158223	0.639135089840143	-0.486204	absent
NDUFB9	-0.158304	0.757690143335379	-0.318659	absent
RPAP2	-0.158409	0.663408647222844	-0.450837	absent
CPQ	-0.158427	0.755874865429887	-0.321139	absent
BOC	-0.158538	0.772613853537798	-0.29835	absent
NDUFS2	-0.158576	0.725506654663288	-0.362969	absent
DAP3	-0.158613	0.712761833234005	-0.38073	absent
SEC11B	-0.158648	0.748608122318384	-0.33109	absent
CDK16	-0.158662	0.658645695931204	-0.457727	absent
CDK17	-0.158662	0.658645695931204	-0.457727	absent
CDK18	-0.158662	0.658645695931204	-0.457727	absent
MRPL44	-0.158753	0.632396728923169	-0.496138	absent
SLC16A1	-0.158894	0.704192476865317	-0.392746	absent
ATXN2	-0.158941	0.577778167692427	-0.578781	absent
AHCTF1	-0.158945	0.549854720699118	-0.622695	absent
ATXN1L	-0.15896	0.365892843189252	-0.955219	absent
IFT74	-0.158977	0.51793883006354	-0.674519	absent
CLCC1	-0.159184	0.546274109683118	-0.628419	absent
RPL30	-0.159194	0.765574723980572	-0.307912	absent
CHCHD2	-0.159241	0.762313764691417	-0.312352	absent
TIA1	-0.159354	0.711408140512453	-0.382624	absent
ZNF280D	-0.159713	0.300479819755079	-1.102642	absent
ORC5	-0.159799	0.739660545892173	-0.343391	absent
TMEM87A	-0.15988	0.464018527177217	-0.766775	absent
VPS16	-0.160072	0.607538970673093	-0.53326	absent
SSR4	-0.160216	0.777534036374608	-0.291685	absent
ALDH1B1	-0.160654	0.754189534023127	-0.323444	absent
ITGB1	-0.160696	0.76474029063482	-0.309048	absent
PPP1R9B	-0.160808	0.570911298393417	-0.589466	absent
ATF3	-0.160864	0.621950712935369	-0.511644	absent
NES	-0.160946	0.607079546734195	-0.533953	absent
GFM2	-0.161101	0.731665509464229	-0.354432	absent
NOTCH1	-0.161306	0.656044422516491	-0.4615	absent
MND1	-0.161744	0.765812909271029	-0.307588	absent
SMR3B	-0.161864	0.859872752562736	-0.181979	absent
RBMS1	-0.161902	0.516426357078325	-0.677022	absent
SLC1A5	-0.161947	0.352406964776119	-0.983869	absent
SSNA1	-0.161961	0.767330230796769	-0.305525	absent
SAGE1	-0.162029	0.697466363554003	-0.402222	absent
VAMP2	-0.162036	0.850846452985977	-0.193862	absent
ATP11C	-0.162116	0.699940579919587	-0.398732	absent
LARP1	-0.162141	0.731546440121981	-0.354597	absent
ABLIM1	-0.162218	0.684509604511007	-0.420588	absent
DCTN2	-0.162243	0.491704243022861	-0.7186	absent
PAIP1	-0.162548	0.690553476231523	-0.412002	absent
MRPL10	-0.162574	0.799564602116941	-0.26201	absent
EPN1	-0.162577	0.64395626777238	-0.479128	absent
COX6B1	-0.162734	0.648371301433052	-0.472671	absent
WDR11	-0.162982	0.762886131414588	-0.311572	absent
PGAM1	-0.163242	0.762226350259499	-0.312471	absent
MRPL38	-0.163272	0.754802824676718	-0.322605	absent
CAMKK1	-0.163298	0.811744353561625	-0.245715	absent
NAT14	-0.163653	0.692418236610198	-0.409359	absent
CASP14	-0.163737	0.849845548505482	-0.195181	absent
RNPEP	-0.163742	0.774172192716526	-0.296238	absent
MACROH2A1	-0.163843	0.710808530481722	-0.383464	absent
RETREG2	-0.164508	0.611806293440057	-0.526832	absent
GNB2	-0.164729	0.792810700919522	-0.271079	absent
HABP4	-0.164754	0.597419912452088	-0.548599	absent
FECH	-0.164799	0.742869293956983	-0.338973	absent
IARS1	-0.164921	0.651526415863169	-0.46807	absent
PVR	-0.165142	0.766112822377783	-0.30718	absent
GOLGA3	-0.165442	0.673012813732039	-0.437015	absent
PSMA1	-0.165764	0.678726746999489	-0.428835	absent
FAT1	-0.165766	0.52335369896967	-0.665594	absent
CEBPG	-0.165783	0.686303916616087	-0.418035	absent
MARCKSL1	-0.166008	0.67925948571414	-0.428074	absent
APRT	-0.166058	0.674981859597343	-0.434192	absent
RALGAPA1	-0.166067	0.578989326503343	-0.576903	absent
STAT3	-0.166261	0.627060508753676	-0.504043	absent
CCDC168	-0.166414	0.831315578814527	-0.219679	absent
RCC2	-0.166453	0.75019118505719	-0.328919	absent
ACTR1B	-0.166603	0.752858332857313	-0.325266	absent
MPHOSPH9	-0.166916	0.560400639520363	-0.605963	absent
LNPEP	-0.167627	0.662181367985916	-0.45261	absent
IGF2R	-0.167662	0.47815953841764	-0.741943	absent
RPAP3	-0.167818	0.589743428078153	-0.560329	absent
DCTN1	-0.16794	0.61791415923665	-0.517672	absent
USP10	-0.168045	0.435272675736986	-0.818847	absent
LSG1	-0.168203	0.735433272928488	-0.349223	absent
PLA2G4E	-0.168258	0.736546935892365	-0.347685	absent
C9orf40	-0.168429	0.707287856681659	-0.388399	absent
PRKCI	-0.168529	0.540001470035793	-0.638499	absent
PIK3C3	-0.168629	0.733112688905251	-0.35243	absent
AARS2	-0.168879	0.676522266737978	-0.431987	absent
MARS2	-0.169107	0.763232268463354	-0.311101	absent
RAB2A	-0.169624	0.72631151234364	-0.361852	absent
ST13	-0.169959	0.538563626687263	-0.640819	absent
ST13P5	-0.169959	0.538563626687263	-0.640819	absent
PI4KA	-0.170011	0.725278255040299	-0.363286	absent
MAP7D3	-0.170026	0.247002536157356	-1.24335	absent
LDAH	-0.170053	0.604440146914369	-0.537943	absent
PSMD6	-0.170183	0.59793826261242	-0.54781	absent
SDAD1	-0.170297	0.683676872362225	-0.421773	absent
RER1	-0.17032	0.66530910423001	-0.448095	absent
GPALPP1	-0.17054	0.519318321134421	-0.67224	absent
UBN1	-0.170921	0.401851685457975	-0.882441	absent
ARHGEF12	-0.171117	0.712292197313158	-0.381387	absent
HMGN1	-0.171122	0.612557373252747	-0.525703	absent
NFYB	-0.171179	0.700038683084815	-0.398593	absent
TNFRSF11A	-0.171301	0.616188000365135	-0.520256	absent
SHCBP1	-0.17141	0.791558024472957	-0.272764	absent
CTPS2	-0.171436	0.632775642888568	-0.495578	absent
MAOA	-0.171584	0.675797896256891	-0.433024	absent
GPBP1	-0.171597	0.519927854058446	-0.671234	absent
ASCC3	-0.171687	0.465178034967017	-0.764721	absent
CPSF3	-0.171957	0.691960961604027	-0.410007	absent
RUVBL2	-0.172129	0.612305981041647	-0.526081	absent
KRT31	-0.172157	0.7760976455647	-0.293629	absent
CUX1	-0.172567	0.533722567474638	-0.648658	absent
GOT2	-0.172666	0.738130276184784	-0.345501	absent
GRIPAP1	-0.17283	0.517217035569938	-0.675713	absent
WNK1	-0.172848	0.621575170760301	-0.512204	absent
OXSR1	-0.17289	0.600001160696597	-0.544673	absent
OGDH	-0.172931	0.738800261275985	-0.344577	absent
LGMN	-0.173107	0.77416447082727	-0.296248	absent
CAMK4	-0.173245	0.48960400896786	-0.722193	absent
HERPUD1	-0.173257	0.711687169573421	-0.382234	absent
PLOD2	-0.173567	0.387803856434122	-0.910289	absent
SHROOM2	-0.173713	0.480882000616059	-0.737217	absent
NEK9	-0.17381	0.522024358355856	-0.66778	absent
TELO2	-0.174147	0.710387908712892	-0.384053	absent
AQR	-0.174231	0.708127402071009	-0.387221	absent
CHTF18	-0.174368	0.462643233137931	-0.769217	absent
MCCC2	-0.17445	0.746767939293847	-0.333615	absent
TTR	-0.174527	0.761991412123132	-0.312791	absent
CSNK2A2	-0.174699	0.645997905173148	-0.476139	absent
ESYT1	-0.17477	0.520358202513185	-0.670525	absent
RPS3	-0.17479	0.767363892822682	-0.305479	absent
ACOT1	-0.174898	0.751636325881781	-0.326939	absent
ACOT2	-0.174898	0.751636325881781	-0.326939	absent
JPT2	-0.175919	0.75494075479495	-0.322417	absent
APOH	-0.175945	0.796409617514966	-0.266243	absent
CLTB	-0.176101	0.638932719594743	-0.486501	absent
NUMB	-0.176104	0.290631623937069	-1.126948	absent
ARFGAP2	-0.176283	0.638938526559688	-0.486493	absent
MGRN1	-0.176305	0.640649303887812	-0.483978	absent
SPTLC1	-0.176519	0.523335222723711	-0.665624	absent
KCMF1	-0.176552	0.75029630342454	-0.328775	absent
PRKDC	-0.176718	0.687519753660008	-0.416307	absent
DPP4	-0.176774	0.761085044182288	-0.314027	absent
CDC37	-0.176884	0.666774438605809	-0.445983	absent
NME3	-0.177313	0.745056513491489	-0.335966	absent
SPECC1	-0.177397	0.410582194891001	-0.865482	absent
RRAGC	-0.177454	0.582056152382176	-0.57216	absent
HSP90B1	-0.177538	0.241740492053681	-1.258506	absent
GNL1	-0.177596	0.579286415159032	-0.576443	absent
SIRPB1	-0.177597	0.749796355204977	-0.32946	absent
SIRPG	-0.177597	0.749796355204977	-0.32946	absent
KDM6A	-0.177647	0.559197500029562	-0.607863	absent
FLOT2	-0.177835	0.648240392489828	-0.472862	absent
LSM14A	-0.177894	0.439719549012967	-0.810643	absent
TNRC6B	-0.178048	0.53790838500202	-0.641878	absent
SLC4A3	-0.178112	0.161071038594602	-1.535514	absent
ACOT9	-0.178406	0.743559197715464	-0.338024	absent
RPS6KB1	-0.17854	0.572612429313856	-0.586812	absent
GARRE1	-0.178652	0.630445824606271	-0.499024	absent
CHD7	-0.178744	0.374434241029531	-0.937476	absent
LRRC40	-0.178822	0.689217712360333	-0.413896	absent
TUBA4B	-0.17895	0.628837564187174	-0.501406	absent
OSBPL8	-0.179254	0.524477530536174	-0.663749	absent
SMARCA1	-0.179338	0.586159227276377	-0.565835	absent
ATP5MC1	-0.179678	0.642218532178057	-0.481675	absent
ATP5MC2	-0.179678	0.642218532178057	-0.481675	absent
ATP5MC3	-0.179678	0.642218532178057	-0.481675	absent
SERBP1	-0.180295	0.651289818614559	-0.468415	absent
LRIG2	-0.180444	0.531914279207073	-0.651598	absent
DDX55	-0.180738	0.661033832450477	-0.45427	absent
KATNB1	-0.181159	0.678991952521494	-0.428456	absent
PRPF38A	-0.181188	0.578556360275515	-0.577574	absent
DCD	-0.181202	0.872758528220096	-0.165066	absent
ZDHHC5	-0.181267	0.507543607501933	-0.691816	absent
MED14	-0.181436	0.437777782170269	-0.814219	absent
CLPP	-0.181724	0.687264004096787	-0.416671	absent
SCRIB	-0.181829	0.54722941937054	-0.62689	absent
STX18	-0.18185	0.350934592058337	-0.987046	absent
HOOK2	-0.182572	0.247588751068354	-1.241678	absent
USP47	-0.182813	0.4132936575791	-0.860267	absent
RPA1	-0.183017	0.706862058571119	-0.388996	absent
EXOC7	-0.183049	0.505310502839743	-0.69556	absent
DYNLL1	-0.183051	0.43671827503926	-0.816174	absent
CLASP2	-0.183062	0.21149364751758	-1.351423	absent
URGCP	-0.18351	0.680028426843852	-0.426976	absent
KRBA2	-0.18362	0.790018713424805	-0.274835	absent
MRPS5	-0.183808	0.682373379625928	-0.423631	absent
POM121	-0.183818	0.105628704790807	-1.810816	absent
GLUL	-0.183979	0.696551893838756	-0.403513	absent
KRT14	-0.184137	0.78378318812209	-0.28324	absent
FLOT1	-0.184197	0.673729309140764	-0.435988	absent
SEC24B	-0.184537	0.667254127319754	-0.445292	absent
ZFX	-0.18458	0.387877374717761	-0.910141	absent
ZFY	-0.18458	0.387877374717761	-0.910141	absent
NDUFB8	-0.18459	0.626427120552529	-0.504983	absent
PEX19	-0.184806	0.593593400840276	-0.554436	absent
CEP350	-0.185306	0.341450674600079	-1.007755	absent
TUBB4A	-0.185403	0.695538610252145	-0.404945	absent
TUBB4B	-0.185403	0.695538610252145	-0.404945	absent
IMMT	-0.185438	0.483638861679569	-0.73245	absent
MMS19	-0.185465	0.726676809000365	-0.361345	absent
TTYH3	-0.185484	0.744230385715592	-0.337101	absent
URI1	-0.185611	0.396702565404181	-0.892566	absent
VEZT	-0.185694	0.682566396602842	-0.423355	absent
LRPAP1	-0.18573	0.687352626257729	-0.416545	absent
CKMT1B	-0.185831	0.670197402637395	-0.441057	absent
PROSER3	-0.186007	0.284249496164789	-1.143052	absent
POP7	-0.186046	0.727798451159075	-0.359789	absent
MRPL47	-0.186137	0.625447071083521	-0.506439	absent
SPRR2F	-0.1867	0.846194238393151	-0.199998	absent
CTIF	-0.186749	0.607269887102779	-0.533666	absent
SHROOM3	-0.186884	0.34078549588207	-1.009223	absent
RHOU	-0.186908	0.405125649421867	-0.876051	absent
RAB5A	-0.187266	0.660266983021523	-0.455379	absent
TRRAP	-0.187373	0.715768988830162	-0.376528	absent
TMEM9	-0.187433	0.720746872957482	-0.369587	absent
CLTCL1	-0.187555	0.678913729439588	-0.428568	absent
C8orf33	-0.18761	0.505792219445493	-0.694751	absent
ADA	-0.187838	0.735723539114831	-0.348822	absent
DARS1	-0.187912	0.667273462869513	-0.445264	absent
S100A11	-0.188067	0.59936362958939	-0.545642	absent
MKRN1	-0.188212	0.470713600448835	-0.754958	absent
MYH1	-0.188592	0.698477972411255	-0.400794	absent
MYH13	-0.188592	0.698477972411255	-0.400794	absent
MYH2	-0.188592	0.698477972411255	-0.400794	absent
MYH3	-0.188592	0.698477972411255	-0.400794	absent
MYH4	-0.188592	0.698477972411255	-0.400794	absent
MYH8	-0.188592	0.698477972411255	-0.400794	absent
DBT	-0.18883	0.808553716643366	-0.249976	absent
MBD1	-0.189061	0.443069644143287	-0.8045	absent
GC	-0.189171	0.731859098746545	-0.354164	absent
CDK5RAP3	-0.189235	0.657026668744313	-0.460075	absent
TPI1	-0.189264	0.649573973332297	-0.470916	absent
SEC22B	-0.189475	0.557601343817526	-0.610387	absent
STAG1	-0.189503	0.394706974267257	-0.896516	absent
FLNB	-0.189525	0.112579471461049	-1.769812	absent
PHACTR2	-0.189556	0.596578634826118	-0.549881	absent
GNAI1	-0.189628	0.681081586865123	-0.425473	absent
AVEN	-0.189703	0.598531266746001	-0.546908	absent
SOAT1	-0.189796	0.726302477384303	-0.361864	absent
SERPINA12	-0.189936	0.756103481143929	-0.320827	absent
FRS2	-0.190062	0.435016116142135	-0.819322	absent
TEFM	-0.190313	0.645891631762259	-0.476295	absent
H1-10	-0.190412	0.18209517430513	-1.453357	absent
TWF2	-0.19055	0.667139793016734	-0.445456	absent
ELF2	-0.190616	0.536797470092649	-0.643674	absent
CDC42EP1	-0.191091	0.507623285252333	-0.691682	absent
TEDC1	-0.191448	0.83208972075679	-0.218653	absent
AKAP13	-0.191496	0.591173674443672	-0.558137	absent
DEAF1	-0.191628	0.529036895258653	-0.656287	absent
PC	-0.191772	0.587332794753497	-0.56403	absent
SERPINB12	-0.191933	0.790091591212386	-0.274737	absent
PPP6R3	-0.191965	0.709956150652824	-0.384658	absent
INO80	-0.192012	0.666743084522163	-0.446028	absent
RABGAP1	-0.192437	0.666214223366078	-0.44679	absent
KMT5A	-0.192457	0.771341955832904	-0.300076	absent
ERGIC3	-0.192463	0.440584248416755	-0.809055	absent
MAPK7	-0.192474	0.351188799078429	-0.986496	absent
MTF2	-0.192657	0.669055495702574	-0.442699	absent
ARG1	-0.192847	0.80729535923538	-0.251658	absent
LRRC41	-0.192975	0.596041374989676	-0.5507	absent
TMEM132E	-0.19302	0.62355062805626	-0.509261	absent
IRS2	-0.193135	0.320663317870847	-1.054725	absent
KIAA0586	-0.193149	0.45161419117898	-0.788972	absent
ACAD11	-0.193153	0.670512283290447	-0.440605	absent
S100A8	-0.193785	0.719059798398352	-0.371937	absent
TMED9	-0.193793	0.576344084478814	-0.581006	absent
LYSMD3	-0.193839	0.468822174954724	-0.758285	absent
GTF2H4	-0.193985	0.716872060290132	-0.374988	absent
CCDC22	-0.194124	0.489714773192473	-0.722003	absent
LRCH2	-0.19425	0.316150182987848	-1.065231	absent
LSS	-0.194416	0.72170915865896	-0.368248	absent
MAGI1	-0.194445	0.576011587510943	-0.581523	absent
SPC24	-0.194503	0.798285480003472	-0.263725	absent
RPS27	-0.194789	0.779349142737547	-0.28923	absent
RPS27L	-0.194789	0.779349142737547	-0.28923	absent
CEP43	-0.194916	0.602400262512491	-0.541032	absent
ZNF280C	-0.195073	0.172650538704983	-1.489165	absent
PLIN3	-0.195232	0.586113191663262	-0.565905	absent
RMDN3	-0.195375	0.562973072895917	-0.60191	absent
MAGED4B	-0.195407	0.531941614424485	-0.651553	absent
PATJ	-0.195532	0.497677253097369	-0.708437	absent
CCDC9B	-0.195797	0.577726544567893	-0.578861	absent
SLC9A3R2	-0.195804	0.66522324550579	-0.448219	absent
ANTXR1	-0.196035	0.253286854180865	-1.225596	absent
INPPL1	-0.196059	0.65731431422487	-0.459657	absent
CCDC50	-0.1964	0.700058287820312	-0.398566	absent
BAX	-0.196567	0.494787362628196	-0.713345	absent
EPB41	-0.19675	0.1973250796795	-1.398904	absent
NSF	-0.197364	0.438006383650376	-0.813797	absent
SMG7	-0.197435	0.543985782254168	-0.632088	absent
TNRC6A	-0.197485	0.403937288227253	-0.878366	absent
SHB	-0.197689	0.239205295668281	-1.265906	absent
CAMSAP2	-0.19789	0.291891001723762	-1.123804	absent
PALD1	-0.198073	0.620026784510769	-0.514515	absent
SQLE	-0.198074	0.703184506097537	-0.394164	absent
POLD1	-0.198343	0.411677416584181	-0.863373	absent
LMAN1	-0.198674	0.339083932904219	-1.01299	absent
ETFB	-0.198746	0.575927507277442	-0.581653	absent
C18orf32	-0.199666	0.732560650602088	-0.353193	absent
ARGLU1	-0.200372	0.71167346656409	-0.382253	absent
CUL4B	-0.20047	0.418751155920579	-0.849842	absent
KRT12	-0.20061	0.61398853385534	-0.523554	absent
AIFM1	-0.200631	0.626950336554199	-0.504206	absent
CLTA	-0.200674	0.54925246248163	-0.623657	absent
ACO1	-0.20069	0.596976607476651	-0.549274	absent
EPHX1	-0.200754	0.716796279924598	-0.375094	absent
NFX1	-0.200764	0.412689809852915	-0.861426	absent
CNNM3	-0.200785	0.548535805368136	-0.624801	absent
COG2	-0.200872	0.500173114338099	-0.704213	absent
ALMS1	-0.200996	0.466674403186333	-0.762074	absent
CASP7	-0.201111	0.729850989815819	-0.356944	absent
C19orf25	-0.201367	0.488522674616619	-0.724046	absent
RO60	-0.201386	0.48029407975036	-0.738237	absent
FAF2	-0.201419	0.537907271426556	-0.641879	absent
SH3GLB2	-0.201541	0.651065805420824	-0.468741	absent
CCDC124	-0.201567	0.648752277037354	-0.472115	absent
SYNGR2	-0.201722	0.754154141467134	-0.323492	absent
GPBP1L1	-0.202034	0.238381085075307	-1.268326	absent
SLC25A14	-0.202216	0.72517957616841	-0.363424	absent
RNF111	-0.202296	0.370143775430726	-0.946351	absent
GPI	-0.202319	0.662922556452338	-0.451539	absent
ALDH9A1	-0.202339	0.701215446475207	-0.396935	absent
HUWE1	-0.202911	0.339131573585721	-1.012885	absent
PHB2	-0.203	0.728612125684396	-0.358661	absent
SYNGR1	-0.203136	0.663783156012969	-0.450297	absent
SPTBN1	-0.203156	0.511662255532063	-0.684937	absent
GAPDH	-0.203365	0.714555219850004	-0.378223	absent
SCARB1	-0.203383	0.565755269731995	-0.597537	absent
ARID4A	-0.203525	0.548492411112159	-0.62487	absent
NPAT	-0.203536	0.414938695679152	-0.857114	absent
MOCS3	-0.203601	0.646871568187454	-0.474862	absent
PGRMC1	-0.203673	0.631180239993778	-0.497937	absent
YTHDF1	-0.203798	0.613008912229306	-0.525025	absent
PRPF3	-0.204054	0.42540177721117	-0.837266	absent
PTPN12	-0.204512	0.366343937240234	-0.954275	absent
HACD3	-0.204714	0.68990941651118	-0.412915	absent
ADAM9	-0.204815	0.532645389704742	-0.650408	absent
G6PD	-0.204866	0.609044632843015	-0.530989	absent
FMR1	-0.204932	0.135270398079719	-1.650612	absent
KIF4A	-0.204981	0.462987426350675	-0.768605	absent
LEF1	-0.205081	0.476941983421078	-0.744062	absent
TMED10	-0.20538	0.497468890299368	-0.70879	absent
SLC39A11	-0.205396	0.618118089910186	-0.517367	absent
INF2	-0.205515	0.47942280588808	-0.739748	absent
PPARD	-0.205938	0.763976356586296	-0.310088	absent
SUV39H1	-0.20609	0.656636640940658	-0.46064	absent
DLX6	-0.206324	0.574591860224557	-0.58373	absent
TBC1D10B	-0.207776	0.755604097599813	-0.32151	absent
PATL1	-0.208199	0.209004710407231	-1.359562	absent
GNA14	-0.208343	0.660973378650445	-0.454357	absent
USP28	-0.20848	0.617752354858462	-0.517914	absent
IGF1R	-0.208489	0.490370873077328	-0.72088	absent
NRSN2	-0.208776	0.590605755776276	-0.559007	absent
CSNK1D	-0.209078	0.645864911434464	-0.476334	absent
OSBPL3	-0.209199	0.540892390809416	-0.637063	absent
DSC3	-0.209217	0.512561169702177	-0.68344	absent
MAPK8IP3	-0.20946	0.530901141174446	-0.653247	absent
BRCA1	-0.209891	0.497393319778605	-0.708918	absent
C1orf21	-0.210205	0.641233759155037	-0.48312	absent
KRT3	-0.210223	0.654640490237531	-0.463539	absent
SEC31A	-0.210347	0.136186644562813	-1.646196	absent
ECE1	-0.210409	0.403952196965481	-0.878337	absent
MLX	-0.210447	0.468387563290861	-0.759051	absent
SPATS2L	-0.210529	0.672602560239522	-0.437604	absent
TP63	-0.211134	0.730228020555017	-0.356422	absent
GJA1	-0.211136	0.137827391610298	-1.638355	absent
CKAP4	-0.211209	0.384219146106909	-0.917511	absent
CEP192	-0.211509	0.601775488339823	-0.54198	absent
IFIT5	-0.211611	0.678761607860441	-0.428785	absent
HMOX2	-0.211655	0.543274141611174	-0.633231	absent
HNRNPUL2	-0.212211	0.58517027158648	-0.567357	absent
GOLGA2	-0.212234	0.560688225861772	-0.60551	absent
IL6ST	-0.212442	0.543696373874801	-0.632553	absent
PARD6B	-0.212819	0.717484172861044	-0.374134	absent
TGM3	-0.212922	0.748444831093808	-0.331314	absent
RRP7BP	-0.213127	0.394594037289839	-0.89674	absent
NOS1AP	-0.213419	0.353198378383735	-0.982165	absent
LASP1	-0.213484	0.68973440235419	-0.413163	absent
DNAJB2	-0.213585	0.516422253661681	-0.677029	absent
VPS35	-0.213713	0.621912726894755	-0.511701	absent
ATAD5	-0.213823	0.602200475831481	-0.541335	absent
SYMPK	-0.213908	0.4705482834484	-0.755248	absent
SNCA	-0.214005	0.56955856909737	-0.59158	absent
HSD17B4	-0.214147	0.68476691338779	-0.420221	absent
CAPN1	-0.214302	0.664334993927453	-0.4495	absent
L1CAM	-0.214766	0.750990567601787	-0.327823	absent
ALDH3A2	-0.215186	0.59858976159517	-0.546819	absent
MAGT1	-0.215231	0.656948548307288	-0.460188	absent
MRPL46	-0.215815	0.482573040414439	-0.734291	absent
NDUFAF4	-0.215916	0.64643658719153	-0.475498	absent
SELENOK	-0.216081	0.822763998803071	-0.231034	absent
NKPD1	-0.21631	0.778433851347343	-0.290467	absent
CNST	-0.216369	0.548228061591072	-0.625293	absent
STX7	-0.216421	0.689185771220765	-0.413942	absent
SPINDOC	-0.216797	0.548400724163107	-0.625017	absent
CEP128	-0.21685	0.370649864217724	-0.945301	absent
LYZ	-0.216877	0.746231847041904	-0.334351	absent
ATAD3B	-0.216908	0.655954710325414	-0.46163	absent
ALDOC	-0.217069	0.653435624274523	-0.465291	absent
MYO1C	-0.217129	0.670021025225879	-0.441311	absent
RC3H1	-0.21735	0.303521654074611	-1.095263	absent
ZC3HAV1L	-0.217431	0.572038073597514	-0.587708	absent
SSX2IP	-0.21772	0.546263050718066	-0.628437	absent
LDHAL6A	-0.217885	0.64097885584798	-0.483495	absent
LDHC	-0.217885	0.64097885584798	-0.483495	absent
XPO7	-0.218112	0.556862143149895	-0.611557	absent
C1orf174	-0.218552	0.532711993006079	-0.6503	absent
LIG1	-0.218636	0.248609200549157	-1.238776	absent
PTP4A1	-0.219408	0.717914947436004	-0.373533	absent
PTP4A2	-0.219408	0.717914947436004	-0.373533	absent
CEP170	-0.21965	0.396239499737811	-0.893482	absent
CEP170P1	-0.219679	0.422892573884464	-0.841994	absent
PKP2	-0.220106	0.521161721731807	-0.6692	absent
VAPA	-0.220204	0.333555114721755	-1.02533	absent
ARHGAP28	-0.220725	0.591618379656684	-0.557457	absent
NAV1	-0.220791	0.150017340179207	-1.582624	absent
PCM1	-0.221211	0.268817661890142	-1.183225	absent
EFNB2	-0.221567	0.662288389633613	-0.452456	absent
CIC	-0.221581	0.538107315239652	-0.641556	absent
FRMD4A	-0.22169	0.498946624858021	-0.706287	absent
CRYBG3	-0.221995	0.538051315174664	-0.641647	absent
FAM234B	-0.22229	0.392095337350738	-0.901706	absent
PLOD3	-0.222509	0.608138002026278	-0.532356	absent
LRRFIP2	-0.222904	0.397270049870906	-0.891446	absent
CAMSAP1	-0.223427	0.181231365622606	-1.456563	absent
NUP85	-0.224267	0.715258951008418	-0.37724	absent
PUM2	-0.224432	0.147053649340072	-1.595785	absent
PPA2	-0.224624	0.453711854790636	-0.78519	absent
ASXL1	-0.224716	0.244522170087723	-1.25046	absent
INTS8	-0.225004	0.589439603631317	-0.560795	absent
AKAP12	-0.225095	0.461414782296876	-0.771401	absent
PICALM	-0.22532	0.54864304719326	-0.62463	absent
KRT5	-0.225481	0.703051371850599	-0.394351	absent
ARFGAP1	-0.22555	0.30134109603522	-1.100547	absent
ZFAND2B	-0.22577	0.357694904264344	-0.972539	absent
TMEM74	-0.225774	0.351193170900245	-0.986487	absent
GPRIN1	-0.225975	0.370132092049893	-0.946376	absent
TNPO3	-0.226297	0.624100325952481	-0.508442	absent
ATP7A	-0.226575	0.148705866609613	-1.588419	absent
ERC1	-0.226626	0.448483446597754	-0.794638	absent
STXBP3	-0.226807	0.397329418243529	-0.891329	absent
HIP1	-0.227124	0.484268098844368	-0.731364	absent
SIRPA	-0.227371	0.609000638670351	-0.531055	absent
PARD3	-0.227496	0.196020021263114	-1.403424	absent
CD2AP	-0.22772	0.407155601547205	-0.872108	absent
PAK4	-0.227785	0.439179472557278	-0.811637	absent
CSNK1G3	-0.228326	0.551287110272618	-0.620412	absent
KIAA1522	-0.2284	0.610463021768379	-0.528853	absent
LIMCH1	-0.228564	0.747777154779766	-0.33223	absent
HAUS8	-0.22868	0.379142690349161	-0.927822	absent
ENAH	-0.2288	0.485823601178704	-0.728684	absent
DCBLD1	-0.229161	0.608419025527017	-0.531932	absent
CROCC2	-0.229183	0.240021585759759	-1.263516	absent
SORT1	-0.229197	0.50571831467521	-0.694875	absent
RUSC2	-0.229408	0.44011133719682	-0.809923	absent
AZGP1	-0.229718	0.770208079283711	-0.301615	absent
C11orf96	-0.229992	0.632111512374287	-0.496559	absent
WFS1	-0.230053	0.341364269919571	-1.007945	absent
WDR44	-0.230706	0.462448479608273	-0.769563	absent
GLG1	-0.230752	0.498418989738074	-0.70718	absent
BZW1	-0.230915	0.445257870290149	-0.800504	absent
HLA-A	-0.230975	0.423627727990322	-0.840607	absent
MGST2	-0.231404	0.609086141333429	-0.530927	absent
